algorithm,scenario,size,digits,repetition,execution_time,memory_used_bytes
bubble_sort,sorted,69000,1,3,1.204043,276000
bubble_sort,sorted,70000,1,1,1.260092,280000
bubble_sort,sorted,70000,1,2,1.260311,280000
bubble_sort,sorted,70000,1,3,1.254603,280000
bubble_sort,sorted,71000,1,1,1.273887,284000
bubble_sort,sorted,71000,1,2,1.275347,284000
bubble_sort,sorted,71000,1,3,1.274610,284000
bubble_sort,sorted,72000,1,1,1.311710,288000
bubble_sort,sorted,72000,1,2,1.318574,288000
bubble_sort,sorted,72000,1,3,1.322145,288000
bubble_sort,sorted,73000,1,1,1.357462,292000
bubble_sort,sorted,73000,1,2,1.348442,292000
bubble_sort,sorted,73000,1,3,1.347568,292000
bubble_sort,sorted,74000,1,1,1.390584,296000
bubble_sort,sorted,74000,1,2,1.390230,296000
bubble_sort,sorted,74000,1,3,1.390033,296000
bubble_sort,sorted,75000,1,1,1.426730,300000
bubble_sort,sorted,75000,1,2,1.424477,300000
bubble_sort,sorted,75000,1,3,1.424105,300000
bubble_sort,sorted,76000,1,1,1.463604,304000
bubble_sort,sorted,76000,1,2,1.481862,304000
bubble_sort,sorted,76000,1,3,1.473907,304000
bubble_sort,sorted,77000,1,1,1.502478,308000
bubble_sort,sorted,77000,1,2,1.503118,308000
bubble_sort,sorted,77000,1,3,1.500786,308000
bubble_sort,sorted,78000,1,1,1.540843,312000
bubble_sort,sorted,78000,1,2,1.544393,312000
bubble_sort,sorted,78000,1,3,1.542114,312000
bubble_sort,sorted,79000,1,1,1.580119,316000
bubble_sort,sorted,79000,1,2,1.584808,316000
bubble_sort,sorted,79000,1,3,1.585157,316000
bubble_sort,sorted,80000,1,1,1.622604,320000
bubble_sort,sorted,80000,1,2,1.620387,320000
bubble_sort,sorted,80000,1,3,1.621528,320000
bubble_sort,sorted,81000,1,1,1.666363,324000
bubble_sort,sorted,81000,1,2,1.658857,324000
bubble_sort,sorted,81000,1,3,1.659551,324000
bubble_sort,sorted,82000,1,1,1.703390,328000
bubble_sort,sorted,82000,1,2,1.701404,328000
bubble_sort,sorted,82000,1,3,1.701255,328000
bubble_sort,sorted,83000,1,1,1.745980,332000
bubble_sort,sorted,83000,1,2,1.747887,332000
bubble_sort,sorted,83000,1,3,1.742228,332000
bubble_sort,sorted,84000,1,1,1.789435,336000
bubble_sort,sorted,84000,1,2,1.792332,336000
bubble_sort,sorted,84000,1,3,1.803035,336000
bubble_sort,sorted,85000,1,1,1.833749,340000
bubble_sort,sorted,85000,1,2,1.830703,340000
bubble_sort,sorted,85000,1,3,1.832815,340000
bubble_sort,sorted,86000,1,1,1.883296,344000
bubble_sort,sorted,86000,1,2,1.874591,344000
bubble_sort,sorted,86000,1,3,1.877061,344000
bubble_sort,sorted,87000,1,1,1.917623,348000
bubble_sort,sorted,87000,1,2,1.933004,348000
bubble_sort,sorted,87000,1,3,1.935191,348000
bubble_sort,sorted,88000,1,1,1.967662,352000
bubble_sort,sorted,88000,1,2,1.964466,352000
bubble_sort,sorted,88000,1,3,1.970110,352000
bubble_sort,sorted,89000,1,1,2.011235,356000
bubble_sort,sorted,89000,1,2,2.012012,356000
bubble_sort,sorted,89000,1,3,2.013617,356000
bubble_sort,sorted,90000,1,1,2.052191,360000
bubble_sort,sorted,90000,1,2,2.055633,360000
bubble_sort,sorted,90000,1,3,2.051341,360000
bubble_sort,sorted,91000,1,1,2.104045,364000
bubble_sort,sorted,91000,1,2,2.112875,364000
bubble_sort,sorted,91000,1,3,2.110626,364000
